"state","GEOID","cty","county","year","population","Abbreviation","Region","Division"
"Virginia","51027","Buchanan County, Virginia","Buchanan County","pop_1980",37989,"VA","South","South Atlantic"
"Virginia","51179","Stafford County, Virginia","Stafford County","pop_2020",156927,"VA","South","South Atlantic"
"Virginia","51035","Carroll County, Virginia","Carroll County","pop_2010",30042,"VA","South","South Atlantic"
"Virginia","51683","Manassas city, Virginia","Manassas city","pop_2020",42772,"VA","South","South Atlantic"
"Virginia","51770","Roanoke city, Virginia","Roanoke city","pop_1980",100220,"VA","South","South Atlantic"
"Virginia","51099","King George County, Virginia","King George County","pop_2020",26723,"VA","South","South Atlantic"
"Virginia","51157","Rappahannock County, Virginia","Rappahannock County","pop_1920",8070,"VA","South","South Atlantic"
"Virginia","51580","Covington city, Virginia","Covington city","pop_1960",11062,"VA","South","South Atlantic"
"Virginia","51710","Norfolk city, Virginia","Norfolk city","pop_1970",307951,"VA","South","South Atlantic"
"Virginia","51077","Grayson County, Virginia","Grayson County","pop_1940",21916,"VA","South","South Atlantic"
"Virginia","51610","Falls Church city, Virginia","Falls Church city","pop_2020",14658,"VA","South","South Atlantic"
"Virginia","51147","Prince Edward County, Virginia","Prince Edward County","pop_2010",23368,"VA","South","South Atlantic"
"Virginia","51193","Westmoreland County, Virginia","Westmoreland County","pop_2020",18477,"VA","South","South Atlantic"
"Virginia","51045","Craig County, Virginia","Craig County","pop_2010",5190,"VA","South","South Atlantic"
"Virginia","51173","Smyth County, Virginia","Smyth County","pop_1980",33366,"VA","South","South Atlantic"
"Virginia","51153","Prince William County, Virginia","Prince William County","pop_2020",482204,"VA","South","South Atlantic"
"Virginia","51540","Charlottesville city, Virginia","Charlottesville city","pop_2020",46553,"VA","South","South Atlantic"
"Virginia","51830","Williamsburg city, Virginia","Williamsburg city","pop_2020",15425,"VA","South","South Atlantic"
"Virginia","51019","Bedford County, Virginia","Bedford County","pop_2020",79462,"VA","South","South Atlantic"
"Virginia","51143","Pittsylvania County, Virginia","Pittsylvania County","pop_1980",66147,"VA","South","South Atlantic"
"Virginia","51121","Montgomery County, Virginia","Montgomery County","pop_2020",99721,"VA","South","South Atlantic"
"Virginia","51051","Dickenson County, Virginia","Dickenson County","pop_1950",23393,"VA","South","South Atlantic"
"Virginia","51600","Fairfax city, Virginia","Fairfax city","pop_2020",24146,"VA","South","South Atlantic"
"Virginia","51660","Harrisonburg city, Virginia","Harrisonburg city","pop_2020",51814,"VA","South","South Atlantic"
"Virginia","51067","Franklin County, Virginia","Franklin County","pop_2010",56159,"VA","South","South Atlantic"
"Washington","53045","Mason County, Washington","Mason County","pop_2020",65726,"WA","West","Pacific"
"Washington","53057","Skagit County, Washington","Skagit County","pop_2020",129523,"WA","West","Pacific"
"Washington","53031","Jefferson County, Washington","Jefferson County","pop_2020",32977,"WA","West","Pacific"
"Washington","53009","Clallam County, Washington","Clallam County","pop_2020",77155,"WA","West","Pacific"
"Washington","53023","Garfield County, Washington","Garfield County","pop_1920",3875,"WA","West","Pacific"
"Washington","53053","Pierce County, Washington","Pierce County","pop_2020",921130,"WA","West","Pacific"
"Washington","53049","Pacific County, Washington","Pacific County","pop_2020",23365,"WA","West","Pacific"
"Washington","53059","Skamania County, Washington","Skamania County","pop_2020",12036,"WA","West","Pacific"
"Washington","53035","Kitsap County, Washington","Kitsap County","pop_2020",275611,"WA","West","Pacific"
"Washington","53019","Ferry County, Washington","Ferry County","pop_2010",7551,"WA","West","Pacific"
"Washington","53077","Yakima County, Washington","Yakima County","pop_2020",256728,"WA","West","Pacific"
"Washington","53011","Clark County, Washington","Clark County","pop_2020",503311,"WA","West","Pacific"
"Washington","53073","Whatcom County, Washington","Whatcom County","pop_2020",226847,"WA","West","Pacific"
"Washington","53025","Grant County, Washington","Grant County","pop_2020",99123,"WA","West","Pacific"
"Washington","53055","San Juan County, Washington","San Juan County","pop_2020",17788,"WA","West","Pacific"
"Washington","53075","Whitman County, Washington","Whitman County","pop_2020",47973,"WA","West","Pacific"
"Washington","53065","Stevens County, Washington","Stevens County","pop_2020",46445,"WA","West","Pacific"
"Washington","53037","Kittitas County, Washington","Kittitas County","pop_2020",44337,"WA","West","Pacific"
"Washington","53067","Thurston County, Washington","Thurston County","pop_2020",294793,"WA","West","Pacific"
"Washington","53069","Wahkiakum County, Washington","Wahkiakum County","pop_2020",4422,"WA","West","Pacific"
"Washington","53071","Walla Walla County, Washington","Walla Walla County","pop_2020",62584,"WA","West","Pacific"
"Washington","53041","Lewis County, Washington","Lewis County","pop_2020",82149,"WA","West","Pacific"
"Washington","53033","King County, Washington","King County","pop_2020",2269675,"WA","West","Pacific"
"Washington","53005","Benton County, Washington","Benton County","pop_2020",206873,"WA","West","Pacific"
"Washington","53051","Pend Oreille County, Washington","Pend Oreille County","pop_2020",13401,"WA","West","Pacific"
"Washington","53039","Klickitat County, Washington","Klickitat County","pop_2020",22735,"WA","West","Pacific"
"Washington","53001","Adams County, Washington","Adams County","pop_2020",20613,"WA","West","Pacific"
"Washington","53003","Asotin County, Washington","Asotin County","pop_2020",22285,"WA","West","Pacific"
"Washington","53061","Snohomish County, Washington","Snohomish County","pop_2020",827957,"WA","West","Pacific"
"Washington","53021","Franklin County, Washington","Franklin County","pop_2020",96749,"WA","West","Pacific"
"Washington","53029","Island County, Washington","Island County","pop_2020",86857,"WA","West","Pacific"
"Washington","53017","Douglas County, Washington","Douglas County","pop_2020",42938,"WA","West","Pacific"
"Washington","53047","Okanogan County, Washington","Okanogan County","pop_2020",42104,"WA","West","Pacific"
"Washington","53007","Chelan County, Washington","Chelan County","pop_2020",79074,"WA","West","Pacific"
"Washington","53027","Grays Harbor County, Washington","Grays Harbor County","pop_2020",75636,"WA","West","Pacific"
"Washington","53043","Lincoln County, Washington","Lincoln County","pop_1920",15141,"WA","West","Pacific"
"Washington","53063","Spokane County, Washington","Spokane County","pop_2020",539339,"WA","West","Pacific"
"Washington","53015","Cowlitz County, Washington","Cowlitz County","pop_2020",110730,"WA","West","Pacific"
"Washington","53013","Columbia County, Washington","Columbia County","pop_1920",6093,"WA","West","Pacific"
"West Virginia","54029","Hancock County, West Virginia","Hancock County","pop_1980",40418,"WV","South","South Atlantic"
"West Virginia","54051","Marshall County, West Virginia","Marshall County","pop_1980",41608,"WV","South","South Atlantic"
"West Virginia","54055","Mercer County, West Virginia","Mercer County","pop_1950",75013,"WV","South","South Atlantic"
"West Virginia","54039","Kanawha County, West Virginia","Kanawha County","pop_1960",252925,"WV","South","South Atlantic"
"West Virginia","54021","Gilmer County, West Virginia","Gilmer County","pop_1940",12046,"WV","South","South Atlantic"
"West Virginia","54005","Boone County, West Virginia","Boone County","pop_1950",33173,"WV","South","South Atlantic"
"West Virginia","54091","Taylor County, West Virginia","Taylor County","pop_1940",19919,"WV","South","South Atlantic"
"West Virginia","54085","Ritchie County, West Virginia","Ritchie County","pop_1920",16506,"WV","South","South Atlantic"
"West Virginia","54087","Roane County, West Virginia","Roane County","pop_1940",20787,"WV","South","South Atlantic"
"West Virginia","54095","Tyler County, West Virginia","Tyler County","pop_1920",14186,"WV","South","South Atlantic"
"West Virginia","54059","Mingo County, West Virginia","Mingo County","pop_1950",47409,"WV","South","South Atlantic"
"West Virginia","54019","Fayette County, West Virginia","Fayette County","pop_1950",82443,"WV","South","South Atlantic"
"West Virginia","54073","Pleasants County, West Virginia","Pleasants County","pop_1980",8236,"WV","South","South Atlantic"
"West Virginia","54037","Jefferson County, West Virginia","Jefferson County","pop_2020",57701,"WV","South","South Atlantic"
"West Virginia","54081","Raleigh County, West Virginia","Raleigh County","pop_1950",96273,"WV","South","South Atlantic"
"West Virginia","54083","Randolph County, West Virginia","Randolph County","pop_1950",30558,"WV","South","South Atlantic"
"West Virginia","54031","Hardy County, West Virginia","Hardy County","pop_2020",14299,"WV","South","South Atlantic"
"West Virginia","54101","Webster County, West Virginia","Webster County","pop_1940",18080,"WV","South","South Atlantic"
"West Virginia","54089","Summers County, West Virginia","Summers County","pop_1930",20468,"WV","South","South Atlantic"
"West Virginia","54013","Calhoun County, West Virginia","Calhoun County","pop_1940",12455,"WV","South","South Atlantic"
"West Virginia","54027","Hampshire County, West Virginia","Hampshire County","pop_2010",23964,"WV","South","South Atlantic"
"West Virginia","54097","Upshur County, West Virginia","Upshur County","pop_2010",24254,"WV","South","South Atlantic"
"West Virginia","54053","Mason County, West Virginia","Mason County","pop_2010",27324,"WV","South","South Atlantic"
"West Virginia","54001","Barbour County, West Virginia","Barbour County","pop_1940",19869,"WV","South","South Atlantic"
"West Virginia","54023","Grant County, West Virginia","Grant County","pop_2010",11937,"WV","South","South Atlantic"
"West Virginia","54065","Morgan County, West Virginia","Morgan County","pop_2010",17541,"WV","South","South Atlantic"
"West Virginia","54093","Tucker County, West Virginia","Tucker County","pop_1920",16791,"WV","South","South Atlantic"
"West Virginia","54099","Wayne County, West Virginia","Wayne County","pop_1980",46021,"WV","South","South Atlantic"
"West Virginia","54079","Putnam County, West Virginia","Putnam County","pop_2020",57440,"WV","South","South Atlantic"
"West Virginia","54011","Cabell County, West Virginia","Cabell County","pop_1960",108202,"WV","South","South Atlantic"
"West Virginia","54107","Wood County, West Virginia","Wood County","pop_1980",93648,"WV","South","South Atlantic"
"West Virginia","54043","Lincoln County, West Virginia","Lincoln County","pop_1980",23675,"WV","South","South Atlantic"
"West Virginia","54035","Jackson County, West Virginia","Jackson County","pop_2010",29211,"WV","South","South Atlantic"
"West Virginia","54015","Clay County, West Virginia","Clay County","pop_1940",15206,"WV","South","South Atlantic"
"West Virginia","54103","Wetzel County, West Virginia","Wetzel County","pop_1920",23069,"WV","South","South Atlantic"
"West Virginia","54003","Berkeley County, West Virginia","Berkeley County","pop_2020",122076,"WV","South","South Atlantic"
"West Virginia","54025","Greenbrier County, West Virginia","Greenbrier County","pop_1950",39295,"WV","South","South Atlantic"
"West Virginia","54047","McDowell County, West Virginia","McDowell County","pop_1950",98887,"WV","South","South Atlantic"
"West Virginia","54061","Monongalia County, West Virginia","Monongalia County","pop_2020",105822,"WV","South","South Atlantic"
"West Virginia","54045","Logan County, West Virginia","Logan County","pop_1950",77391,"WV","South","South Atlantic"
"West Virginia","54049","Marion County, West Virginia","Marion County","pop_1950",71521,"WV","South","South Atlantic"
"West Virginia","54041","Lewis County, West Virginia","Lewis County","pop_1940",22271,"WV","South","South Atlantic"
"West Virginia","54069","Ohio County, West Virginia","Ohio County","pop_1940",73115,"WV","South","South Atlantic"
"West Virginia","54057","Mineral County, West Virginia","Mineral County","pop_2010",28212,"WV","South","South Atlantic"
"West Virginia","54071","Pendleton County, West Virginia","Pendleton County","pop_1940",10884,"WV","South","South Atlantic"
"West Virginia","54077","Preston County, West Virginia","Preston County","pop_2020",34216,"WV","South","South Atlantic"
"West Virginia","54075","Pocahontas County, West Virginia","Pocahontas County","pop_1920",15002,"WV","South","South Atlantic"
"West Virginia","54017","Doddridge County, West Virginia","Doddridge County","pop_1920",11976,"WV","South","South Atlantic"
"West Virginia","54067","Nicholas County, West Virginia","Nicholas County","pop_1980",28126,"WV","South","South Atlantic"
"West Virginia","54033","Harrison County, West Virginia","Harrison County","pop_1950",85296,"WV","South","South Atlantic"
